localidad;temperatura;ppm;pb_final-inicial;vol_f-i;largo_f-i;ancho_f-i;alto_f-i;pt_f-i;mdc_f;peso_seco_de_la_concha;volumen_cm;pseco_mb;p_ldc;r2;pendiente;extension_max;carga_max;ph_promedio_25C;salinidad;temperatura ;alcalinidad_total ;pCO2;calcita;aragonita;pendiente;R2;ml/g_l_h_14C;mgo2_h_g_1;lat/min;modulo_elastico;estres_max;presion_Max;r2;a;b;c;d;e;f;g
Talcaruca;10°C;1500ppm;0.004;-3.351.381;-0.05;0.03;0.66;0.026;0.272;0.065;-33.514;0.004;0.001;0.838;312.611;0.122;39.828;7.634;34.68;10.26;1.688.989.987;7.059.431.551;1.143.399.729;0.727194859;0.004;0.591;0.002;0.04;na;516.532;29.18;0.057;0.997;1.292.841;1.558.975;1.437.185;1.683.645;1717.15;1.594.881;1.908.622
Talcaruca;10°C;1500ppm;0.004;-3.096.043;0.12;0.68;0.28;0.003;0.226;0.071;-30.96;0.005;0.001;0.926;233.094;0.095;21.459;7.634;34.68;10.26;1.927.966.104;807.447.778;1.308.795.002;0.832385186;na;na;na;na;na;166.035;9.968;0.058;0.981;2.778.497;2.368.394;1.801.761;1.558.975;1.758.692;1.570.808;1.442.407
Talcaruca;10°C;1500ppm;0.002;-3.130.305;0.16;1.2;0.78;0.013;0.258;0.082;-31.303;0.005;0.001;0.956;224.644;0.094;22.476;7.634;34.68;10.26;1.603.979.618;6.698.298.196;1.084.572.663;0.689781224;0.011;0.711;0.005;0.094;18.216;395.219;21.884;0.054;0.967;1.772.875;1.801.761;2.172.192;1.957.351;1.908.622;2.016.597;2007.97
Talcaruca;15°C;500ppm;0.016;-3.102.139;0.28;0.52;0.58;0.021;0.294;0.076;-31.021;0.008;0.001;0.901;267.335;0.135;36.372;8.058;34.07;15.36;1.881.236.381;3.116.161.928;3.170.881.689;2.034.795.211;na;na;na;na;15.708;305.947;28.097;0.092;0.911;1.613.301;1501.77;1.710.369;1.479.766;1.524.268;1362.15;1.352.591
Talcaruca;15°C;500ppm;0.024;-2.590.578;0.4;0.05;1.2;0.057;0.272;0.141;-25.906;0.013;0.001;0.816;457.696;0.131;58.891;8.058;34.07;15.36;9.141.134.451;1.460.012.348;1.463.163.198;0.93893048;0.005;0.558;0.002;0.026;16.032;950.838;217.786;0.237;0.968;1.670.517;1.594.881;1.823.891;1.780.031;1.949.101;1.651.112;2.087.661
Talcaruca;15°C;500ppm;0.02;-2.898.661;0.06;0.15;0.12;0.006;0.372;0.146;-28.987;0.009;0.001;0.977;304.991;0.133;43.443;8.058;34.07;15.36;1.738.847.817;2.872.892.405;2.918.949.606;1.873.127.181;na;na;na;na;14.124;602.501;61.75;0.105;0.965;1.396.416;1.683.645;1.990.881;1.869.391;1717.15;1.932.756;1.846.431
Talcaruca;15°C;500ppm;0.041;-2.166.556;1.57;0.35;1.04;0.067;0.344;0.161;-21.666;0.016;0.001;0.963;271.049;0.124;38.35;8.058;34.07;15.36;1.069.966.363;1.727.734.194;1.737.620.528;1.115.053.249;0.008;0.849;0.004;0.036;2.904;646.312;32.472;0.052;0.949;2.303.658;2.221.391;1.485.222;1.823.891;1.916.616;1.809.092;1.576.775
Talcaruca;15°C;1500ppm;0.018;-2.904.599;0.04;0.27;0.34;0.048;0.308;0.143;-29.046;0.01;0.002;0.656;207.102;0.247;55.779;7.703.692.434;34.07;15.7;1.940.222.847;8.437.779.569;1.574.693.555;1.011.268.344;0.012;0.918;0.006;0.061;6.24;260.938;13.181;0.05;0.963;1717.15;1787.23;1.479.766;1.607.126;1.683.645;1.723.971;1.765.762
Talcaruca;15°C;1500ppm;0.005;-2.555.423;1.28;0.9;-0.41;0.011;0.392;0.189;-25.554;0.012;0.003;0.958;295.722;0.198;60.657;7.703.692.434;34.07;15.7;1.864.335.312;8.102.195.246;1.511.803.679;0.97088046;0.007;0.71;0.003;0.037;13.572;862.029;154.631;0.187;0.95;1.366.967;1.366.967;1.765.762;1.670.517;1.730.832;1.529.972;1.758.692
Talcaruca;15°C;1500ppm;0.032;-2.264.777;0.34;0.4;-0.01;0.029;0.28;0.101;-22.648;0.016;0.002;0.839;202.03;0.14;28.561;7.703.692.434;34.07;15.7;340.136.437;1.489.724.173;2.785.920.753;178.911.856;0.007;0.566;0.003;0.026;na;820.956;112.834;0.138;0.981;1.315.344;1.447.657;1.547.276;1.386.495;1.541.475;1.677.062;1.690.267
Talcaruca;15°C;1500ppm;0.022;-2.353.472;0.07;1.08;0.27;0.029;0.298;0.151;-23.535;0.016;0.002;0.837;389.706;0.168;61.931;7.703.692.434;34.07;15.7;2.164.375.808;9.428.930.678;1.760.469.479;1.130.573.659;0.017;0. 9041;0.008;0.084;na;695.365;94.682;0.135;0.889;2.494.382;2.643.639;2.835.344;2.459.042;2.656.678;2.969.809;2.792.547
Talcaruca;10°C;500ppm;0.002;-3.721.595;0.31;0.15;0.82;0.021;0.276;0.061;-37.216;0.005;0.001;0.937;431.107;0.103;42.754;7.968.810.547;34.43;10.47;1.286.834.129;2.186.950.197;175.882.845;1.118.563.219;na;na;na;na;9.732;421.832;37.209;0.089;0.975;1.838.871;1.468.945;1.657.543;1.600.986;1.846.431;1787.23;1.932.756
Talcaruca;10°C;500ppm;0.002;-3.751.267;0.42;1.27;0.66;0.002;0.29;0.058;-37.513;0.004;0.002;0.836;265.823;0.169;47.393;7.968.810.547;34.43;15.36;7.523.393.666;1.517.159.994;1.005.657.293;0.645758912;na;na;na;na;na;649.419;59.883;0.096;0.923;1.541.475;1.758.692;1.208.364;1.576.775;1.657.543;1.744.679;1.884.937
Talcaruca;10°C;500ppm;0.001;-3.815.928;0.29;2.09;-0.26;-0.012;0.292;0.064;-38.159;0.004;0;na;na;na;na;7.968.810.547;34.43;10.47;9.950.677.606;167.338.182;1.333.619.653;0.848142917;na;na;na;na;na;645.346;120.364;0.196;0.946;1.607.126;2.134.001;2.346.516;2.152.969;2413.08;2.221.391;1.416.581
Talcaruca;10°C;500ppm;0.002;-3.897.694;0.09;0.91;0.71;0.004;0.266;0.051;-38.977;0.003;0.001;na;na;na;na;7.968.810.547;34.43;10.47;3.885.528.431;5.943.410.262;0.45806213;0.291314057;na;na;na;na;26.856;424.608;38.06;0.095;0.823;1.594.881;1.758.692;1.710.369;1.279.615;1.809.092;1.541.475;1.703.629
Talcaruca;10°C;1500ppm;0.003;-4.015.942;0.06;1.51;0.07;-0.004;0.252;0.054;-40.159;0.005;0.001;0.985;335.484;0.084;28.338;7.634;34.68;10.26;2.592.054.689;1.089.437.623;1.768.539.484;1.124.779.714;na;na;na;na;na;261.49;17.261;0.067;0.959;1.619.512;1787.23;1.541.475;1.651.112;1.352.591;1.479.766;1.657.543
Talcaruca;10°C;1500ppm;0.008;-3806;0.23;0.54;1.57;0.014;0.392;0.076;-38.06;0.005;0.001;0.932;96.253;0.189;22.238;7.634;34.68;10.26;1.642.305.228;6.861.113.503;1.111.093.308;0.706648183;0.007;0.671;0.003;0.064;21.492;564.242;48.967;0.091;0.944;2.115.281;1.846.431;2.554.996;1.512.956;1.582.776;1.458.243;1.723.971
Talcaruca;10°C;1500ppm;0.004;-4.105.189;0.48;0.32;3.08;0.01;0.232;0.057;-41.052;0.003;0.001;0.902;221.198;0.155;34.997;7.634;34.68;10.26;9.319.374.047;3.841.756.143;0.619781409;0.394176981;na;na;na;na;3.444;610.847;98.646;0.165;0.941;1.816.469;1787.23;1.651.112;1.564.875;1.535.707;1.632.042;1.570.808
Talcaruca;10°C;1500ppm;na;-4.750.458;na;na;na;na;na;0;-47.505;na;na;na;na;na;na;7.634;34.68;10.26;9.055.875.775;3.729.665.264;0.601571942;0.382595878;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
Talcaruca;15°C;500ppm;0.014;-4054.93;0.45;0.43;1.13;-0.002;0.31;0.057;-40.549;0.005;0;0.963;209.202;0.11;23.166;8.058;34.07;15.36;1.157.805.072;1.878.427.748;1.892.477.759;1.214.427.108;na;na;na;na;17.1;482.302;39.858;0.086;0.828;1.411.499;1.816.469;1.940.902;1.940.902;1.816.469;1.670.517;2.034.019
Talcaruca;15°C;500ppm;0.008;-4292.39;0.12;-0.01;0.24;0.028;0.336;0.052;-42.924;0.005;0;0.898;112.92;0.083;10.184;8.058;34.07;15.36;1.152.715.223;1.869.699.094;1.883.501.512;1.208.666.936;0.007;0.691;0.003;0.093;15.456;527.121;52.591;0.104;0.926;966.854;1.594.881;1.892.783;1.570.808;1.908.622;1.765.762;1.677.062
Talcaruca;15°C;500ppm;0.013;-4.115.683;0.3;-0.27;0.25;0.019;0.28;0.059;-41.157;0.005;0;0.833;236.665;0.124;31.401;8.058;34.07;15.36;167.764.118;2.768.280.525;2.810.691.957;1.803.656.867;na;na;na;na;5.148;586.43;91.761;0.161;0.883;1.343.132;1.990.881;1.884.937;1.594.881;1.564.875;1.396.416;1.758.692
Talcaruca;15°C;500ppm;0.012;-4.055.082;0.31;1.15;0.51;-0.004;0.302;0.065;-40.551;0.007;0.001;0.874;379.005;0.056;24.666;8.058;34.07;15.36;9.145.206.331;1.460.712.469;1.463.879.671;0.939390251;na;na;na;na;14.148;386.351;51.897;0.128;0.943;1.831.358;1.816.469;1.651.112;1.884.937;2.115.281;1.838.871;2.051.668
Talcaruca;15°C;1500ppm;0.005;-4.257.732;0.32;1.11;-0.07;0.012;0.308;0.058;-42.577;0.004;0.001;0.928;322.708;0.09;28.789;7.703.692.434;34.07;15.7;2.211.275.553;963.629.664;1.799.342.019;1.155.537.608;0.01;0.832;0.004;0.123;10.74;670.447;123.017;0.191;0.936;1.651.112;1.751.664;1.838.871;1.884.937;1.794.473;1.884.937;1.703.629
Talcaruca;15°C;1500ppm;0.009;-4.230.441;0.16;0.65;-0.85;0.008;0.272;0.06;-42.304;0.005;0.001;0.959;375.282;0.092;33.566;7.703.692.434;34.07;15.7;2.273.192.792;991.005.568;1.850.662.861;1.188.495.857;na;na;na;na;2.832;283.692;21.698;0.077;0.967;1.854.037;1.869.391;1.570.808;1.772.875;1.564.875;1.677.062;1.696.928
Talcaruca;15°C;1500ppm;0.012;-4.451.171;0.08;0.64;0.56;0.022;0.3;0.049;-44.512;0.004;0.001;0.997;399.509;0.075;30.502;7.703.692.434;34.07;15.7;3.070.409.017;1.343.435.565;2.511.533.639;161.290.713;0.008;0.461;0.004;0.119;8.928;397.928;22.682;0.055;0.993;1.651.112;1.772.875;1.558.975;1.411.499;1.416.581;1.468.945;1.452.935
Talcaruca;15°C;1500ppm;0.008;-4609.54;0.46;0.39;0.63;0.012;0.258;0.027;-46.095;0.002;0.001;0.845;199.101;0.077;17.086;7.703.692.434;34.07;15.7;1.935.382.701;8.416.376.283;1.570.682.324;1.008.692.331;0.011;0.837;0.005;0.297;8.04;198.591;17.617;0.082;0.981;1.406.444;1.474.341;993.241;1.594.881;1.990.881;1.236.964;1.632.042
